Timestamp,VX,VY,VZ,ADX,ADY,ADZ,TEMP,DX,DY,DZ,HZX,HZY,HZZ
41061,5,6,8,0,1,0,21.59,23,10,32,26,32,23
41136,3,6,5,0,2,0,21.78,8,22,35,26,32,23
41272,2,7,3,0,1,0,21.46,12,16,11,26,32,23
41346,4,5,5,0,2,1,21.46,14,16,31,26,32,23
41466,3,9,5,0,1,0,21.46,9,31,30,28,47,23
41556,3,4,6,0,0,0,21.65,16,9,19,28,47,23
41676,2,14,5,0,1,1,21.71,8,28,27,28,47,23
41751,3,8,1,0,1,0,21.40,7,21,24,28,47,23
41886,5,6,7,0,1,0,21.78,15,9,26,28,47,23
41961,3,12,4,0,2,1,21.59,8,26,20,28,47,23
42066,7,7,8,0,1,0,21.59,38,25,32,28,47,23
42171,2,6,4,0,1,0,21.34,5,28,29,28,47,23
42291,2,8,2,0,1,0,21.46,11,29,10,28,47,23
42366,2,6,4,0,0,1,21.46,20,10,24,28,47,23
42471,3,10,6,0,2,1,21.71,13,17,42,22,36,22
42576,3,9,5,0,1,0,21.59,17,41,24,22,36,22
42681,2,9,6,0,1,0,21.46,18,16,23,22,36,22
42786,1,13,5,0,2,1,21.59,8,42,32,22,36,22
42876,2,11,5,0,0,0,21.78,17,14,20,22,36,22
42982,4,8,5,0,2,0,21.40,16,39,33,22,36,22
43086,5,7,5,0,1,0,21.46,19,18,22,22,36,22
43191,6,5,3,0,0,0,21.46,19,24,16,22,36,22
43296,4,10,5,0,2,0,21.40,10,19,23,22,36,22
43357,3,10,5,0,1,0,21.71,14,19,19,22,36,22
43491,7,4,6,0,2,0,21.59,19,17,32,24,41,23
43551,2,6,5,0,1,0,21.59,12,28,12,24,41,23
43701,5,8,2,0,1,0,21.59,13,25,20,24,41,23
43761,4,8,5,0,0,1,21.40,26,31,23,24,41,23
43912,8,7,6,0,2,1,21.65,25,21,31,24,41,23
43956,3,12,3,1,0,0,21.46,23,30,10,24,41,23
44107,4,7,2,0,1,0,21.46,14,33,40,24,41,23
44167,2,5,6,0,2,0,21.59,9,11,23,24,41,23
44317,5,10,3,0,1,0,21.59,17,36,22,24,41,23
44362,5,5,7,0,2,0,21.27,19,8,24,24,41,23
44484,2,8,4,0,2,1,21.27,9,35,27,24,34,24
44572,2,3,2,0,0,0,21.40,16,21,14,24,34,24
44722,7,5,7,0,2,0,21.65,26,9,50,24,34,24
44767,3,8,5,0,1,1,21.34,13,49,14,24,34,24
44887,5,9,2,0,1,0,21.40,15,26,25,24,34,24
44962,5,7,8,0,1,1,21.65,24,18,39,24,34,24
45099,3,15,4,0,2,1,21.65,7,45,19,24,34,24
45172,6,6,5,0,1,0,21.71,22,13,17,24,34,24
45292,5,5,2,0,1,0,21.65,16,9,21,24,34,24
45367,4,6,8,0,2,0,21.40,21,13,24,24,34,24
45487,3,14,1,0,1,0,21.71,17,47,4,25,38,22
45577,5,3,8,0,1,0,21.40,26,6,39,25,38,22
45697,2,11,2,0,2,1,21.59,7,26,24,25,38,22
45772,2,6,5,0,0,0,21.46,22,18,12,25,38,22
45892,4,7,4,0,2,0,21.71,23,23,33,25,38,22
45982,4,9,5,0,2,1,21.65,14,46,18,25,38,22
46102,5,7,3,0,0,0,21.78,15,23,25,25,38,22
46177,5,11,6,0,1,1,21.78,24,25,32,25,38,22
46297,1,12,5,0,2,1,21.65,5,20,22,25,38,22
46373,4,7,5,0,1,0,21.40,30,13,24,25,38,22
46492,5,6,3,0,1,0,21.59,13,18,40,24,35,25
46597,5,6,4,0,2,0,21.46,21,17,14,24,35,25
46702,6,12,3,0,1,0,21.59,21,21,31,24,35,25
46777,5,10,9,0,1,0,21.65,30,18,43,24,35,25
46897,2,9,2,0,2,1,21.46,4,29,11,24,35,25
47002,2,5,4,0,0,0,21.46,23,4,17,24,35,25
47107,6,4,5,0,2,0,21.59,25,5,36,24,35,25
47182,2,5,5,0,1,1,21.71,11,16,21,24,35,25
47302,6,6,3,0,1,0,21.59,16,13,11,24,35,25
47392,5,8,7,0,1,0,21.46,27,26,39,24,35,25
